text,rate
"In the immortal words that John Cameron Swayze used when hawking his Timex watches during the early days of live television, the Shure SM58 Vocal mic fits perfectly into that same category.Before I found a career as a film and television sound recordist and mixer, I played in rock bands and did live sound mixing. One of the very first mics we truly fell in love with was the SM58. Introduced by the Shure Brothers Company in 1966, the SM58 quickly rose to become the industry standard in rugged road mics that actually sound good to the ear and are nearly indestructible.The mic capsule is of cardiord (heart shaped) design which helps reject sound from either side. There is a 4K bump in it's frequency which helps vocals cut through stage noise. Construction is rugged, frequency response is 50 to 15,000 Hz, and the capsule sits internally on a foam shock mount to help isolate it from handling noise.We used to joke about the SM58 in that if you needed a hammer and you couldn't find one, just grab one of these, they are that tough. I've seen some of these on the road that you couldn't believe still worked, but they did and sounded great.The cage style pop screen gives the SM58 not only it's distinctive look, one that influenced many other mic brands from the day it was introduced, but it's part of the functionality. Internally lined with a layer of acoustic foam, the cage helps keep vocals pops from getting to the dynamic mic element. As a frame of reference, theShure SM57LC Shure SM57 Cardioid Dynamic Microphoneis the same exact mic and capsule, but without the pop screen.Shure also sells a Performer series mic, theShure Beta 58A Supercardioid Dynamic Microphonethat looks almost identical to the SM58 but uses a totally different mic capsule and transformer and has a different sound so try before you buy.The Shure SM58 is still considered the industry standard of live performance mics today and for the price, they really are a good deal.",4
"I made the mistake of thinking I could save forty bucks and get by with the Shure PG-58. I'm no vocalist but occasionally need to do announcements or accommodate a guest vocalist through an instrument amp (rather than a P.A.). Whatever the reason, the PG-58 simply doesn't have sufficient gain or oomph to be of much use with the Roland Cube / Peavey amps I try to employ it with (I use a 1/4"" adapter with the XLR connector that comes with the mic). When I borrow a Shure SM-58 mic from someone, the difference is instant and dramatic--it's a far more efficient (i.e. louder) mic, producing a full, clear sound, and without additional pre-amplification, demonstrating why it's the most popular microphone in the world. For five bucks extra, I can't fathom a reason for avoiding the SM-58S, the version with an on-off switch. It's a small price to pay for quick solutions to feedback or the unwanted pick-up of ""private"" comments by indiscreet band members. And even if you're an instrumentalist, it may be wiser to select the SM-58 over the SM-57. The former mic is a little more ostentatious, but it's also slightly more adaptable, and the screen can filter out a certain amount of wind noise and unwanted non-musical sounds. Above all, the SM-58 has proven itself to be the Sherman tank of microphones, simply unparalleled for ruggedness and durability.[I see a review cautioning the consumer to be wary of ""this seller."" Perhaps a good point unless it's in reference to Amazon Prime, which is the Shure SM-58 of commerce: competitive prices, no postage, easy returns. But anyone who returns an SM58 probably had no business buying it in the first place. They are the populous drones of the industry, invariably purchased by professionals who know first-hand what they're getting--reliability and virtual indestructibility. In fact, it's the very popularity of the SM58 that has led to all of the slightly less or more expensive imitators. Consumers require choice, but with the Shure SM58 there need be none.]",5
There are plenty of flashier - prettier - modern-er looking or more nostalgic looking microphones out there. Its all just so much marketing garbage. These mics are the best mic for the buck out there. Anyone who claims to be able to tell the difference between this and far more expensive ones is blowing smoke up your a**.,4
"The mic is well made (heavy on the &#34;mic&#34; end), but I have yet to try it with my pop filter and multi-track studio.",4
"This is a well made, low noise and low cost cable. Unless you make a lot of money with your recordings, this will do just fine!",5
"Didn't know what to expect for under $10, but it proved to be worth the gamble.This cable appears to be well constructed and it works fine for me(amateur use, infrequent setup/teardowns).It's a decent 15 feet long, and has a locking button on the female end.I'm quite happy with it.",5
"I use this cable for small home recording projects. I do not take the cable around to gigs or shows, as I am pretty sure it wouldn't last longer than a few months of heavy use. The sound quality is fine and the metal connecters feel a little bit flimsy. If your looking for something that is cheap and will do the job, this is your product.",4
"Received it in time, standard blister packaging but the cable stopped working after 45 days. Since I was out of 30 days return time, sent an email to the manufacturer but no response till today.",1
"These things are terrible. One wouldn't fit in my soundboard, another wouldn't lock in my mic. Plain and simple....if your looking for crap that doesn't work....buy this.",1
Pay a couple bucks more and you get one from a brand like Audio Technica and you know it's going to withstand the test of time. Mine is working fairly well but the attachments are loosening so who knows what's next.,4
"Everyone develops personal preferences over time for one reason or another. I have a personal preference for the XLR ends with the really fine threaded plastic cap on the outside (first to slide down the cable) with a 4 legged gripper underneath that slides next down the cable and pinches down as you tighten the plastic outer cap into the metal housing with the solder contacts causing the gripper to strain relief most cable diameters. Unfortunately that design isn't used here, but I chose to award the 5 star rating for value because you get 15' of good quality shielded cable with 2 XLR ends (M and F) for well under $1/ft.As for pinout it's straightforward, pin 1 is tied to the metal grip and shield and connects between both ends, while pins 2 and 3 are run isolated between both ends. The end design chosen uses the single set screw connector (the tiny one that gets lost so easy if you need to take it apart) and the rubber bumper design on the back which I haven't had the best of luck making quick changes in the field with, however for interconnecting equipment on a temporary basis these cables are an important starting point of any audio engineer's kit because they will be used not if but WHEN the need arises.Another favorite of mine is the 6 pack of 3 foot male to female cables which do use my favorite XLR ends mentioned above, which amazon will rush you:GLS Audio 3ft Patch Cable Cords - XLR Male To XLR Female Black Cables - 3' Balanced Snake Cord - 6 PACK- these are very easy to open an end, change phase, lift ground, or input someone's oddball source signal. Having 6 on hand means you won't quibble over cable costs before the show starts and that channel will be in the final mix.Back to pyle's product here, I basically took away 1 star for not using the easy to open and re-wire XLRs but gave them a star for value in the product since it's 15 feet long and will reach between my mixer and most anything else inside the booth for under a buck a foot. It's also great when someone yells ""it's too short I need a cable stretcher at the podium!"" and quickly adds 15 feet of noise free movement to a stage snake that either wasn't planned for or got moved/quit working. For the price they have saved many installations from being torn up or rewired which means no surprises opening the next showing.I finally equipped my cable kit with the usual XLR to RCA, 1/4 TRS, hi-z transformers, and the above mentioned 6 pack of 3 foot cables to quickly gain access to the XLR terminals if need be, plus 2 of these 15 foot cables mainly to solve distance problems, and a roll of gaffer's tape for good measure to prevent tripping hazards. I used to have 2ea 50 foot XLR cables but no sooner than the box was opened one became a permanent addition to the stage snake so now I have one left for my kit. With all that I had to build an emergency XLR to 2.5mm TS all metal shielded connector for a mike input on short notice so a soldering kit with misc plugs got added to my cable bin. Even though all this was under $100 it has saved the day more than once and made the show go on, so a bit of ""what if"" thinking and judicial purchases can make you look like the miracle mixer in the black painted room and justify your existance when the owner's daugher's toy musicbox becomes a channel in the house mix thanks to some quick cable magic.My last cable advice is never deconstruct something you custom made. It will no doubt be needed again, and since you made it you'll know why, how, and where it was used before, thus you save time not recreating a past fix rather pulling it from your magic box of tricks and solving the problem. People think you can hook anything up where others tried and failed furthering your staff position. My only exception goes to cables that violate every standard and didn't serve to fix the problem like that phase reversed ground lifted XLR 4 pin stereo Y splitter to dual TRS female cable I made for the harmonica duet where the performers had nose rings and lip bars pierced and kept getting static with their mics when they held the harmonica up to their jewelry. I chalked that up to being part of the intended musical signal, wondering just how much it hurt to play with all the piercings scraping along the harmonica when I setup my monitor speakers to listen to just that (stereo) channel in rehersal at the console.",5
This is a great chord for anyone needing to not spend the money on a high quality chord... It's no PEAVEY but it works just as good...,5
"The product feels a little on the ""cheap"" side, but definitely does the job the way it should- so that's all I care about. It was cheap, and came fast. I recommend it.",4
I bought a pair of these cables and they work just fine. There doesn't seem to be any noise and they seem to be built to last. They do what they're supposed to do.,5
"This was one of two I purchased. Also bought the 25' Length and used them on an assignment recently. They fit my RODE Mic nice and tight, other cords I have bought didn't and the sound quality is excellent. If Amazon allowed a link I would give you a link to a video I just finished on the Independence of the Seas. Go to my website and look for it...IPA IMPRESS dot Com",4
"Not much to say other than it's a good cable. Good solid connections with no play. After consistent use, it's going strong.",4
"No complaints, it's quiet enough and the price is right. Is it a Monster cable? No, but it doesn't cost as much either. I've used this on lead vocal tracks into a studio condensor mic for professional album sessions and it was fine.",4
well made and the perfect length for my needs. the shielding was great as well. the end connectors were well made and strong.,5
"I purchased this to connect a Sennheiser E825 mike with guitar amps. This requires, of course, the addition of a 1/4 inch adapter plug. The cable itself has worked perfectly and proved both durable and of a suitable length at least for jamming with friends and playing in small venues. Recommended.UPDATE: I marked this product down one star after a connector fell apart during what I regarded as relatively light duty. The set screw fell out and could not be found. I've had similar problems with other Pyle products. If you buy them, I recommend tat you get a micro-screwdriver set as well so that you can tighten te connector screws before you have a similar xperience.",4
"Like most products on the market, depending on where and how the item is used, your experience may vary. For me, this cable is going to be used on a semi-stationary mic stand in my project studio, and thus far, it's done nothing but an exceptional job. I tested the cable with a few different mics and in each scenario, the signal was just as strong as the some of the other, more pricey cables out there. Would I purchase this again? Absolutely!",5
"The extra length gives me more flexibility and maneuverability. Cord works well and hasn't been any problem, to date. Plugs directly to the system, or my mini-amp. Works well.",5
"I have to tell you guys, these XLR cables that I have received recently are by far the best quality cables I have ever encountered in my entire music (professional) life.I would suggest these cables to any one of my colleagues.",5
Got a packet to try but I found they are better than the Gator screws that came with my case! My equipment is very secure. Highly recommended.,5
They are screws. They screw in and hold things. To say that they did less would've gotten the 1 star. I like them.,5
Good quality rack screws that come with rubber washers to protect face of equipment. Arrived ahead of estimated arrival time which is always nice.,4
Excellent rack screws with washers. Its fit very good to rack holes. Good presentation and well packed. I will buy again.,5
So far the ones I have used have all threaded nicely into our 16u rack. There are exactly as described and do the job. What more can a guy say about a little box of screws? Maybe I should post some pics of the little buggers in action?,5
"Pros:* They look very nice.* They cause much less wear than the 2nd hand rack screws and washers.Cons:* More expensive and I had to wait a few days longer than it took my rack equipment to ship.I'd purchase these again, but I now have 25 but only need 16 at the most once my rack is filled.",5
"I replaced all the stock mounting screws that came with our sound rack cabinet with these, as they were nearly invisible with the black rails and mounting plates. The plastic washers also seem to protect the finishes better than metal washers on the equipment I mounted. Inexpensive, and worth it.",5
"Donr be fooled by the imitations... should be their slogan. There are some real junky ones out there and these are great, love the washers, life savers. Thanks!",5
"Great rack mount screws. Rubber washers are perfect, lets it give your item that tight fit without worry of the screws working out any time soon. I use them on my portable desktop rack with my mobile DJ equipment and they have held strong.",5
"Other than that, when you need 10-32 rack screws, these are the real McCoy. Wide enough pan to grab the ear, narrow enough to clear that next piece of gear! Thanks, Raxxess!",5
"There are other rack screws out there, but Raxxess makes the best quality screws and soft washers available.",5
Well if this review survives the censors just know that these are great screws when you run out of the original screws you were supplied with your new rack. They work.,5
"Mics are like pants, you have to find the right fit. This one I like for my vocals live. I sing fairly low and airy - works great for me. Also used to mic resonator guitar through a tube mic preamp live, very sweet sound. I prefer it to the 58, seems a bit more bright and natural. Might purchase another one eventually...",5
Why drive a Pinto when you can drive a Cadillac? This is the industries best mic as far as I am concerned. I had a Shure SM 58 like everyone else owned but there is no comparison between this mic and a SM58. SM 58 is garbage compared to the Beta 58A. Spring for the extra bucks and be happy. That's what I always say.,5
"I have one of these, as well as several other microphones. The SM58 is a good all around mic - the reason it's an industry standard/go-to, but the Beta 58A is a better (in my opinion) vocal-specific mic...basically giving (again, in my opinion) a higher quality sound. The SM58 by comparison sounds muffled/muddy, where the Beta58A is clearer, stronger, and more articulate. If you're used to the SM58, then the Beta58A can sound thin and harsh, but, that is adjustable at the board - end result is that it's a tighter sounding mic with more clarity.Pattern-wise, it does better at rejecting unwanted sounds - I play drums and use this mic for that reason, is that it picks up less of my drums than a SM57 or a SM58.",5
"Yes, it costs considerably more than the SM58 and I'm not sure if I could pass a comparison test between the two, but I love this mic! To me, it sounds slightly brighter and clearer than the 58s I have used in the past. If you are a musician who is strapped for cash or trying to make ends meet, get the 58. If you have the extra dough and want a confidence boost, go for the Beta. I would buy this again.",5
"I'm an amateur sound tech. We've been using SM58 in our church for years now and our singers/song leaders liked it very much than the other mics that we've had before. Our singers are growing and we needed addtional mic so we thought of this Beta58A because of the good reviews. When I received it I cannot wait to test it myself and whoaaah.. For me, it sounded better than SM58. My songleaders have tested it and guess what... they dont want to use the SM58 anymore :)",5
"While the Shure SM58LC Shure SM58 Vocal Microphone seems to be the running staple for live performance vocals, and rightly so due to its comparative value and amazing quality in sound and craftsmanship, the Beta 58A needs to be given its due. The Beta 58A is an amazing dynamic microphone that might alleviate some of the stress associated with its more cost efficient cousin. That is, the Beta 58A, in the confined live scenarios in which I have utilized it, has demonstrated a much broader sweet spot and completely eliminated some severe feedback issues. For vocalists that like to pull back from the mic a touch to really belt those sustained high (or, really, any) notes the Beta is a dream. This same effect helps if one is experiencing sibilance or ""popping"" complications and needs to sing past the microphone as opposed to directly into it.While I wish that I had a better understanding from a sound engineering standpoint so that the technical specifics could be expounded upon, I can confidently say that the Beta 58A is the best vocals microphone that I have ever utilized aside from higher end condenser mics in an isolated environment. Quite honestly, I would not be at all surprised if the Beta compared well even in confined recording situations. The bottom line is that the Beta 58A might be more expensive than its popular cousin, the SM58, but it is worth every penny. Anyone who has the opportunity should give it a chance to demonstrate its superiority. Six out of five stars!",5
"The Beta 58A along with the original SM58 are industry standards, that's well known. As a general purpose workhorse for live vocals they are by far the most popular tools out there. Quality venues throughout the country commonly stock these as their go-to house mics. In fact, I noticed Betas all over the place at a small theater (with a high-end system) that I played at just recently.I had used the old 58 for years before moving to the Beta and there is certainly a noticeable difference between the two. The Beta is definitetly hotter, with a more sensitive response. Your vocals will cut into the mix strongly and with more clarity than you might be used to. Mids and highs are picked up perfectly when singing a few inches away and there is a subtle low frequency roll-off to avoid that boomy, muddled sound you typically get when hitting low or quiet notes up close. You definitely need to stay within a close range though as the pickup pattern is very tight. This is a good thing because extraneous noise and feedback is effectively rejected.""Built like a tank"" is probably a bit overused when describing products but Shure's vocal mics truly earn that title. They can take an enormous amount of abuse and never falter. Toss it around, drop it, bury it under other stuff, etc., NO problem. When you are maintaining a bunch of music gear, it's nice to have tools that you never worry about. For that reason, I'd highly recommend getting a used one if you can find a deal. Chances are, its in working order no matter what.",5
"I actually replaced a BOSS TR2 with this pedal. Does everything it is supposed to do without the ""perceived"" (that's was they say) volume loss typical of many tremolo pedals. If it's perceived, then how do you explain how good this sounds? I have since had the pedal rehoused in a metal enclosure with a better switch because I was scared of breaking its plastic housing when switching it on and off.",5
"Let me start by saying that I am a huge fan of Dano stomp boxes. I probably own close to a dozen of from the various lines they make. This pedal does a decent job covering your tremolo needs, but IMHO the tremolo from Dano's Cool Cat line is a much more durable pedal for only $4 more (at the time of this review). The switches and knobs on this pedal are the weak link. I don't think it's true bypass either. The Cool Cat has a metal enclosure, true bypass, sturdier inputs and knobs, and a much better on/off switch. The features and sound are the same. Spend the extra $4 and you will have a much more bullet-proof pedal with the Cool Cat trem.",3
"Hey, it gets the job done and that's all I can ask for. I tried several ""cheapo"" pedals, and this one was my favorite of them all. While some had better casings (metal instead of plastic), at the end of the day I'm looking for a good sound, not a pretty pedal board. The pedal seems solid enough, it doesn't take up much space, it sounds great, and it has a versatile range of sounds as far as tremolo pedals come.AND, if you are like the typical musician, you are looking for something that's not going to break the bank.",4
"When I first started setting up my little studio, I wanted something that didn't break the budget. I tried a couple different combo pedal boards, (Digitech 500, Boss ME-70), but quickly realized I wasn't getting my sound and the money was quickly drying up. With not much left, I tried a Tuna Melt as an example of Danelectro. Who would think? This thing is stunning in its ability to manufacture vintage tremolo sounds, as are most of this line of pedals. I now own about 12-14 of these of all types, and have never been dissapointed save it's very hard to chain them without a lot of noise.Then I got into guitar building, and they all got put away. Lately, I have been trying to make time to improve my playing skills, and joy of joys! I am rediscovering all these pedals and I absolutely love them.Forget the FAB series, they are not so hot. Buy the old style as the Tuna Melt, or the big metal ones like the Dan Echo. You will NOT be sorry!",5
"Hello Musicfriends - This is built cheap but sounds great. Good controls too. For me in the studio/songwriting its perfect but I would not exactly go on tour with it..... There is something about the knobs I still love, even if all my other digital units have a tremolo hidden in it... may be the age thing...",4
"it sounds great. nice and warm and lush. one of the better trems i've had the pleasure to use. however, i hate the plastic housing, and how the input/output jacks are located. I don't have heavy feet, so it will probably last a good long while on my board, but i really wouldn't want to put too much weight on it.",4
"It is exactly what you need in a capo! You can cover all six strings, move one string over to get a drop d tuning or turn the capo upside down to get a partial capo (though a bit of adjusting may be needed to get the strings held down.).All in all, a great capo that is well made and will last forever.Kyser is an awesome small Christian company and I really like their products and supporting them with my purchases. :]",5
Love these capos and nice that you can get them in other colours. Prevents you from getting yours confused with some one elses.,5
"My son needed a Capo, expensive at music shop where he takes lessons. At Amazon found what he wanted at reasonable price.",5
"The title says it all. I got it for $16 (free shipping with Amazon Prime), which is cheaper than my local music store. I keep it on the head of the guitar, and it is easy to add, move, remove. With the trigger-type release, it makes it one of the easiest quick-change capos I've used. It feels sturdy enough (lightweight aluminum). And best of all... it works!",4
"I like it, it works well with my takamine acoustic jasmine s35 guitar. And it looks good. Overall, I recommend.",5
"Quick to clip on and off. Really... Is there anything else to say? What else do you want it to do?These suckers are wonderfully reliable.I've had one for about 10 years. The only thing that went wrong with it was the removable rubber on the ""bottom"" of the capo became damaged because of my own neglect. However, for a $1, keyser sent me a bag of a about 6 of them. Can you go wrong? NO!Great product!",5
a couple of bucks more than dunlop...which i have not tried..i own a couple wish they were cheeper i would have one in each case..but it works fine..and is well made...arrived on time..enjoy,4
"Like this camo capo's simplicity and its unique color. My friend got a new one after seeing me using it, but his is a bit shorter than mine. Mine works both uke & acoustic guitar, I have no problem to use it on single hand. As the manufactor suggests for its duration, I don't clip it on the guitar when it's not in use. :)",4
"This Capo looks great and does the job. It does take a bit of pressure to open the camp, but its better then the winding versions.",5
"Purchased the 6-string Kyser capo when I meant to get the 12-string version (slightly longer, stronger spring?), but find that this 6-string Capo not only works great on my 2 6-string acoustics, but also works on my 12-string acoustic with a little adjusting. Quality seems top notch, design is simple and effective.",5
I've owned the same one for 10 years and it's still going strong after many gigs. The spring tension is just right.,5
Basically because they are the easiest to squeeze in my opinion. I have big hands which may be part of it.,5
"high quality hassle free design. Very quick and easy to install and remove in a hurry and dosn't mar the finish or use excessive force, but strong enough to move the capo all the way close to the next fret closer to the headstock to allow maximum room for my fingers without any buzzing. Very happy with this purchase.",5
"I have had one for two years and no complaints, needed another for my travel guitar. The lever arm is coated with a soft plastic sleeve which protects the neck, the spring is firm and in 2 years has not given up any tension. Finally on the string compression side the material is firm yet supple. I take particular caution to make sure that I don't leave it on anything that would indent that material permanently...",4
I've seen and used many different types of capos over the years and they range from the very cumbersome and difficult to use to the easily breakable but I've never used one as convenient and as well constructed as this Kyser one. It is by far the best I've ever seen and I've been using it for years now and it still works fine. It makes moving the capo quickly a cinch and the gold doesn't corrode or tarnish making it look like new even after all these years.Very highly recommended!,5
"It is very well made, is easy to use, and holds down the strings just fine. It is well protected as to not scratch or nick your guitar.",5
"Durable, affordable, easy to grasp and use.",5
This capo is as good as I've ever used and its in pink which perfectly matchs my shell pink strat. Great deal.,5
"I currenty use two types of capos - the Kyser one and Shubb capos. Both are the most popular capos around but have different strengths and weaknesses.The benefits of the Kyser is that it is the quickest changing capo I've come across, doesn't require tension adjustment, and can clip to the end of the headstock when not in use. The primary benefit of the Shubb is that it has adjustable tension (and second, it's smaller).The main drawback of the Kyser is the lack of adjustable tension. Because it's designed to work across the fretboard, it will apply more force than necessary to clamp down the lower frets, causing frets to wear faster over time. Because of this I prefer to use the Kyser on my less expensive guitar and the Shubbs on the guitar I baby.",4
Easy to useGreat quality and I am looking forward to purchasing more of this brand. Thank you very much,5
"Got what I needed - a basic capo for a good price. The tension is a little tighter than I'd like, but works for me. Covers all strings, and depresses them fully. I don't use it often, so I can't speak to its longevity, but good for me!",4
"I've played guitar for 5 years. Seen many different capos, but none that quite satisfies me as the Kyser.You really can't go wrong with this capo. It is very mobile, easily adjustable, sturdy, and durable.What's good about this capo is that you can use it as a regular 6 String capo and still turn it around to use it asa Cut capo. The transparent rubber piece does the same job.It comes in different colors also.I own the black, silver, gold, and camo Kyser capos.I also own the Cut Capo for other styles.I recommend it!All the capos I've had from Kyser are still in great conditions.Use them all the time at church and at home",5
I started using Kyser capos a couple of years ago and have never looked back since. I now own several of them and have not had any problems with any of them. They work great on acoustic and electric guitars and they have survived the many children I teach lessons to even though they get treated rather rough at times. Great capos. You won't be disappointed.,5
"The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers. It's cheap and easy to use. It'll do the job, but I don't like it.",2
What's to say? It's not a high end capo and for the price I can lose it ( like most of the other capos I have owned). It's not a high quality capo and it does take a few adjustments to get it seated properly.,3
"I originally bought this for my guitar and it worked very well for that, so I tried it out on my 4 string uke and it works just as great. It's so much better than the elastic capos. So, it's doing double duty and going strong.",5
"This style of capo CAN throw your guitar out of tune if you don't put it on right. When used correctly though, it does it's job just fine.",5
"I can only repeat what everyone else has already said: this Kyser capo is designed and built very well. It's easy to put on and adjust, and just as easy to take off. There are probably a few capos out there that are a bit flashier, but this is still pretty stylish. And the price makes it a real bargain.",5
"I don't believe there is such a thing as a perfect capo, but this one is quite good. For those with reasonably strong hands it is pretty easy to use. It does a very good job of compressing the strings to the frets and is definitely well built. It is as with all capos, important to take it off when not in use so the ""rubber"" does not get grooved. This is just good common sense. If this lasts a couple of years I will definitely purchase another.",4
I bought a 12 string one in blk. Love it for simplicity and needed it so I didn't have to keep searching for the other. Got gold to remind me it is for six strings.,5
"I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive.",5
It does what it says. It a Kyser Quick Change capo. This capo is great for changing keys in the middle of a song or anytime you are in a hurry. Highly recommended.,5
"It's a capo... nice fit... yet, sometimes I wonder if it fits too tightly, as when I use it, and of course the strings are tighter, sometimes I feel that playing with this particular capo makes my strings too tight...yet, it is a capo, structured very well.",4
I am very pleased with this purchase. The strings play very clearly with zero buzzing on any position between frets. I can dramatically hear and feel the difference than when I used a cheap $5 capo before. This is well worth your pay :),5
My husband usese this capo almost everytine he plays his guitar. His old one lasted about 10 years. Worth the cost.,5
"Long time Shubb user, but decided to try something different.I think I've found how lazy I am. I ended up using the Kyser more often than the Shubb because of the fact that you can put the Kyser on the peghead.Reaching my hand to an always available position on guitars (i.e. the peghead) for the Kyser turns out to be much more convenient than reaching to something that is not on the guitar and that could change according to situations, e.g. maybe just by my side on the sofa in my living room, maybe a table or the floor in some other places, for the Shubb.",5
These Capos are wonderful. Perfect all the way around! long lasting and backed up by the company. I have three!,5
Good strong spring and good strong materials. The only improvement I would make is the clear protector that holds behind the neck. The protector needs to be longer. As the protector ages it slips off the end. If it had more surface extended from end to the base where it pivots it would help.,4
"I bought this Capo for myWashburn D10. It works on my Orlando classical guitar as well. I wanted a capo that was simple to operate and wasn't too expensive - and the Kyser Quick Change Guitar Capo fits the bill nicely:[Update 7/25/10: My Orlando guitar was stolen. Boo Hoo!!!]- Easy On, Easy OffThe spring mechanism makes it easy to put the capo on or take it off.- Rubberized ClampsRubberized clamps helps prevent the Kyser from scratching or marring the neck and the frets.- ErgonomicThe arched arm with the weird-looking loopy looking thingy and the other straight arm help you to firmly grab on to them without slipping so you can easily and quickly remove or reposition the Kyser Capo.- DurableThe Kyser is made from durable aluminum.[Update 7/25/10] I've had this capo for almost 3 years and it's still working like a champ! (According to Amazon's Instant Order Update for moi, I got this capo on November 22, 2007.)- The Same Capo Colbie Caillat Used in BubblyCheck out the music video! It's the same capo Colbie Caillat used inBubbly!---The Kyser Quick Change Guitar Capo is excellent! I don't think you can go wrong with this one!",5
"I have owned several of these over the years and own a silver colored one presently. The price is right for these, and they work just fine. My only real issue is that sometimes, they will bunch or bend strings when setting them on whatever fret you're going to bar, thus producing a sound you weren't looking for. Some of the higher end capo's counter this by having screws and such rather than a spring. However, like i say, these work fine with a little care and attention to their placement on your fretboard, and are from what i can tell, the most popular model on the market.",4
"Easy to use capo. Good strength - holds the strings down well.. Not sure that it's as good as the G7th capo, which I still find is the best for holding the strings down evenly so that they stay in tune, but the Kyser is much cheaper and does a good job.",4
"Probably the best kapo out on the market. Very high quality and a sleek look. Easy to use, what more could you want?",5
"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I made, it sounds really really good. The capo is very easy to use as well.",5
"The description says the color is gold. It's not. More of a greenish yellow, but does what it is intended for. I think I would stick with the black color though.",3
"I really like my capo, the blue looks good with my light natural finish accoustic, and it works as it should. However, I feel like it deserves 4 stars simply because it could be a much more robust product. For example, I think the bottom part of the clamp should be a little longer, and rounded (the back side of a guitar neck is rounded, after all). The spring could definitely be tighter...I do rarely notice buzz from not quite being tight enough. Also, the design is fairly nice, but it's mostly aesthetic...it's not really super comfortable and easy to move around necessarily.Don't get me wrong, this is a rather good product, and it's priced about right. It just isn't a high end product/5-star perfect.",4
The package arrived on time. This is the best capo around and works great. Does what it is supposed to do.,5
"works great. Just clip it on and jam out.forget the screw on type, and spend the few extra bux for this one. you'll be happier, trust me.",5
I chose the patriotic design for obvious reasons. It is lovely. Clear shard silk screening. The capo itself is really good. It is very snug on the strings.,5
"i got pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great",5
"This capo is awesome, it looks and feels very nice and premium, it works on all of my guitars not much more you can ask for.",5
These Martin strings (M170) aren't bad. They just are not the sound I was looking for. I ended up like the Ernie Ball Earthwood extra light instead. The Martin's are little shallow on the low end unlike the Ernie Ball. Other people will love them though. They are easy to play.,4
"These are good for the average guitar player who doesn't want to much strain or pain on there fingers. Not the fullest tone, but you wouldn't expect that with extra light strings.",5
"I have an electro acoustic Martin (second hand but without a scratch). I got it with .13 strings and well, is simply too much. Is good to play rithyms but can't do pretty much nothing else.I have installed a set (I got 8) and it sounds really good. Not as solid as the .13 but now i have more range to do solos and go up and down much easier.Recomended",5
"Martin makes great sounding strings. I decided to use Light Martin strings (.12) because they sounded louder and better, and I could play them just as easy as the lighter strings.",4
Strings are not just strings. Guitar strings are another very important part of playing GREAT Guitar. And all Martin products are second to none.,5
"I replaced a set of strings that were very used with these Martins. They are, as named, very light. They are easy on my fingers and give great tone. Quality company, great strings, great price!",5
"I ordered a couple sets of this strings so I would have some extras for myself and my 6 year old son who is just starting out on guitar. this strings have good sound and hold a tune well. the best thing is the price is great. Like I said I am usinging these on mine and my sons guitar and my son was breaking string from playing to hard, but with these string it does not break the bank to replace them as needed.",5
"The name Martin says it all & has for many,many years.Grab some extras because you will want more, Great price,great strings.",5
"I love these strings, and use them for all of my acoustic playing. Best of all, I can find them here for $3.49 per set, so I'm not dumping a bunch of money on strings all the time. Easy to play, and they sound great.long lasting if you take care of them by wiping them down every time.",5
these strings provide a warm crisp tone that makes any dreadnought guitar sound like heaven I use them all the time,5
Good strings with good sound.The Extra Light is easier on the fingers - but they sound thinner too.Go for the Light gauges for more solid sound if you can handle the pressure.,5
"This is my third pack; the 1st pack has been using for two months, the sounds are rich and full, and the feels are still good. I broke the high E on the 1st attempt of restringing, and luckily I had bought 2 packs at the same time. So, I want to keep a completed pack for back up. I have been fingerpacking for quite long time recently, sometime, i will practice for 4-5 hours+ until i'm tired for the session. I have used light steel strings on my acoustic, but these ones are easier for fingers even just tiny lighter.",4
These are okay strings for the Folk Guitar.............nothing special but the price isn't out of the world either. Good buy for the money. Tried them on a Gibson J50 and they seem to do good.,4
"I am yet another one of those ""Forever Beginners"" when it comes to playing the guitar. Never mind that...these guitar strings made second hand guitar sound so much better! After putting in new pegs and re-stringing with these strings...it sounds so much nicer! More richer! Now I see I need to replace the saddle and bridge on it as the pegs keep coming loose. I think that once I do this and then re-string these same strings on it...I will be set to go!I like that these strings are light as due to not having had much practice for a number of years...let's face it...my fingers get sore when playing! I also have small fingers and hands.I intend to continue purchasing these same strings for future use.I recommend!",5
"I restrung my Martin 0-16NY with these strings and found them to be excellent. As a new guitarist,the light strings were very easy on my sensitive finger tips and have a very warm and rich sound.",5
"Even though these are folk strings, I put them on my 35 year old dread and they sound really good.I hope they last longer than some of the reviews indicate.I also wipe them down after playing to minimize tarnishing.So far so good",5
"Great,great sound. The sound of these strings is different than any other strings you could get. They also teach a guitar player to use a lighter touch while playing to produce beautiful sounds. Well worth it.",5
the string work well but did not give the mellow sound on my guitar that I was looking for. The shipping was quick and the strings were recieved in good order.,3
